date,home_team,away_team,home_goals,away_goals,competition,season
2027-04-03,Wolfsburg,Koeln,0,0,BL1,2021
2027-04-06,Hannover,Wolfsburg,0,4,BL1,2021
2027-04-09,Hamburg,Schalke,0,2,BL1,2021
2027-04-12,Gladbach,Schalke,7,5,BL1,2021
2027-04-15,Stuttgart,Hannover,0,0,BL1,2021
2027-04-18,Dortmund,Hannover,0,1,BL1,2021
2027-04-21,Freiburg,Koeln,0,1,BL1,2021
2027-04-24,Hoffenheim,Augsburg,0,0,BL1,2021
2027-04-27,Hannover,Bayern,0,0,BL1,2021
2027-04-30,Bremen,Freiburg,1,1,BL1,2021
2027-05-03,Dortmund,Schalke,0,1,BL1,2021
2027-05-06,Augsburg,Bayern,2,0,BL1,2021
2027-05-09,Bremen,Frankfurt,2,2,BL1,2021
2027-05-12,Hoffenheim,Frankfurt,0,0,BL1,2021
2027-05-15,Leipzig,Freiburg,0,0,BL1,2021
2027-05-18,Union Berlin,Bayern,0,3,BL1,2021
2027-05-21,Hamburg,Union Berlin,4,3,BL1,2021
2027-05-24,Leverkusen,Freiburg,0,2,BL1,2021
2027-05-27,Gladbach,Dortmund,3,1,BL1,2021
2027-05-30,Hoffenheim,Gladbach,0,1,BL1,2021
2027-06-02,Hamburg,Bochum,0,1,BL1,2021
2027-06-05,Bochum,Hamburg,0,7,BL1,2021
2027-06-08,Wolfsburg,Bochum,2,0,BL1,2021
2027-06-11,Leverkusen,Hamburg,3,4,BL1,2021
2027-06-14,Hamburg,Frankfurt,1,2,BL1,2021
2027-06-17,Schalke,Frankfurt,0,7,BL1,2021
2027-06-20,Stuttgart,Hoffenheim,0,0,BL1,2021
2027-06-23,Stuttgart,Augsburg,0,2,BL1,2021
2027-06-26,Mainz,Bayern,0,1,BL1,2021
2027-06-29,Gladbach,Stuttgart,1,6,BL1,2021
2027-07-02,Koeln,Wolfsburg,0,0,BL1,2021
2027-07-05,Frankfurt,Gladbach,0,2,BL1,2021
2027-07-08,Bochum,Frankfurt,2,2,BL1,2021
2027-07-11,Hannover,Hoffenheim,0,0,BL1,2021
2027-07-14,Bochum,Freiburg,0,0,BL1,2021
2027-07-17,Wolfsburg,Augsburg,3,1,BL1,2021
2027-07-20,Freiburg,Hamburg,0,0,BL1,2021
2027-07-23,Bochum,Bayern,1,0,BL1,2021
2027-07-26,Union Berlin,Augsburg,0,4,BL1,2021
2027-07-29,Freiburg,Bayern,0,0,BL1,2021
2027-08-01,Hamburg,Freiburg,0,0,BL1,2021
2027-08-04,Koeln,Dortmund,0,1,BL1,2021
2027-08-07,Dortmund,Frankfurt,1,2,BL1,2021
2027-08-10,Dortmund,Gladbach,0,3,BL1,2021
2027-08-13,Dortmund,Mainz,0,0,BL1,2021
2027-08-16,Leverkusen,Koeln,0,0,BL1,2021
2027-08-19,Hertha,Frankfurt,1,2,BL1,2021
2027-08-22,Bochum,Hertha,0,5,BL1,2021
2027-08-25,Wolfsburg,Hannover,0,0,BL1,2021
2027-08-28,Frankfurt,Leipzig,1,1,BL1,2021
2027-08-31,Bayern,Leipzig,0,0,BL1,2021
2027-09-03,Gladbach,Leverkusen,3,0,BL1,2021
2027-09-06,Stuttgart,Bayern,0,3,BL1,2021
2027-09-09,Frankfurt,Schalke,7,0,BL1,2021
2027-09-12,Frankfurt,Freiburg,3,1,BL1,2021
2027-09-15,Wolfsburg,Frankfurt,2,2,BL1,2021
2027-09-18,Hoffenheim,Hannover,0,0,BL1,2021
2027-09-21,Hamburg,Gladbach,3,0,BL1,2021
2027-09-24,Mainz,Bochum,0,3,BL1,2021
2027-09-27,Augsburg,Bochum,0,0,BL1,2021
2027-09-30,Bremen,Hoffenheim,2,1,BL1,2021
2027-10-03,Bremen,Schalke,0,0,BL1,2021
2027-10-06,Hannover,Gladbach,0,0,BL1,2021
2027-10-09,Leverkusen,Bremen,1,1,BL1,2021
2027-10-12,Gladbach,Freiburg,0,0,BL1,2021
2027-10-15,Bayern,Hannover,2,0,BL1,2021
2027-10-18,Hoffenheim,Bremen,0,0,BL1,2021
2027-10-21,Leverkusen,Union Berlin,0,2,BL1,2021
2027-10-24,Augsburg,Gladbach,0,1,BL1,2021
2027-10-27,Leverkusen,Hannover,0,0,BL1,2021
2027-10-30,Mainz,Freiburg,0,1,BL1,2021
2027-11-02,Augsburg,Union Berlin,0,0,BL1,2021
2027-11-05,Gladbach,Hoffenheim,0,0,BL1,2021
2027-11-08,Wolfsburg,Leipzig,4,1,BL1,2021
2027-11-11,Hamburg,Leverkusen,2,2,BL1,2021
2027-11-14,Union Berlin,Schalke,1,7,BL1,2021
2027-11-17,Koeln,Gladbach,2,0,BL1,2021
2027-11-20,Hertha,Freiburg,1,1,BL1,2021
2027-11-23,Wolfsburg,Hertha,5,0,BL1,2021
2027-11-26,Wolfsburg,Dortmund,1,0,BL1,2021
2027-11-29,Bremen,Koeln,0,0,BL1,2021
2027-12-02,Union Berlin,Hoffenheim,2,1,BL1,2021
2027-12-05,Stuttgart,Hamburg,0,7,BL1,2021
2027-12-08,Leverkusen,Dortmund,1,1,BL1,2021
2027-12-11,Koeln,Frankfurt,7,7,BL1,2021
2027-12-14,Bremen,Leipzig,0,1,BL1,2021
2027-12-17,Union Berlin,Freiburg,0,3,BL1,2021
2027-12-20,Bayern,Hertha,5,0,BL1,2021
2027-12-23,Mainz,Hertha,7,0,BL1,2021
2027-12-26,Gladbach,Bayern,3,3,BL1,2021
2027-12-29,Hoffenheim,Leverkusen,0,2,BL1,2021
2028-01-01,Gladbach,Leipzig,3,0,BL1,2021
2028-01-04,Hannover,Leverkusen,0,2,BL1,2021
2028-01-07,Bochum,Gladbach,2,4,BL1,2021
2028-01-10,Leipzig,Koeln,0,1,BL1,2021
2028-01-13,Dortmund,Hoffenheim,3,0,BL1,2021
2028-01-16,Hoffenheim,Freiburg,0,0,BL1,2021
2028-01-19,Koeln,Hoffenheim,6,2,BL1,2021
2028-01-22,Hertha,Schalke,0,0,BL1,2021
2028-01-25,Leverkusen,Gladbach,0,0,BL1,2021
2028-01-28,Augsburg,Freiburg,0,0,BL1,2021
2028-01-31,Gladbach,Koeln,1,0,BL1,2021
2028-02-03,Augsburg,Hoffenheim,3,0,BL1,2021
2028-02-06,Hannover,Stuttgart,0,2,BL1,2021
2028-02-09,Frankfurt,Mainz,5,2,BL1,2021
2028-02-12,Hertha,Hoffenheim,0,0,BL1,2021
2028-02-15,Leipzig,Dortmund,1,2,BL1,2021
2028-02-18,Hertha,Hamburg,2,3,BL1,2021
2028-02-21,Leverkusen,Schalke,2,5,BL1,2021
2028-02-24,Wolfsburg,Bremen,0,2,BL1,2021
2028-02-27,Schalke,Koeln,1,0,BL1,2021
2028-03-01,Mainz,Augsburg,0,0,BL1,2021
2028-03-04,Schalke,Augsburg,0,3,BL1,2021
2028-03-07,Hertha,Union Berlin,2,3,BL1,2021
2028-03-10,Stuttgart,Bremen,2,0,BL1,2021
2028-03-13,Union Berlin,Bochum,4,1,BL1,2021
2028-03-16,Hannover,Augsburg,2,1,BL1,2021
2028-03-19,Dortmund,Wolfsburg,0,1,BL1,2021
2028-03-22,Union Berlin,Wolfsburg,0,0,BL1,2021
2028-03-25,Hertha,Dortmund,1,0,BL1,2021
2028-03-28,Gladbach,Wolfsburg,2,5,BL1,2021
2028-03-31,Wolfsburg,Stuttgart,6,0,BL1,2021
2028-04-03,Freiburg,Leverkusen,7,4,BL1,2021
2028-04-06,Dortmund,Leverkusen,0,1,BL1,2021
2028-04-09,Stuttgart,Frankfurt,5,6,BL1,2021
2028-04-12,Leipzig,Bochum,0,1,BL1,2021
2028-04-15,Hamburg,Bremen,6,0,BL1,2021
2028-04-18,Mainz,Hamburg,2,0,BL1,2021
2028-04-21,Bochum,Stuttgart,7,0,BL1,2021
2028-04-24,Koeln,Mainz,2,0,BL1,2021
2028-04-27,Leipzig,Wolfsburg,1,1,BL1,2021
2028-04-30,Frankfurt,Bremen,4,0,BL1,2021
2028-05-03,Hamburg,Hannover,0,0,BL1,2021
2028-05-06,Dortmund,Augsburg,0,0,BL1,2021
2028-05-09,Bremen,Hertha,0,0,BL1,2021
2028-05-12,Hamburg,Leipzig,1,1,BL1,2021
2028-05-15,Augsburg,Leverkusen,4,2,BL1,2021
2028-05-18,Augsburg,Frankfurt,0,0,BL1,2021
2028-05-21,Hertha,Stuttgart,1,0,BL1,2021
2028-05-24,Leipzig,Augsburg,0,2,BL1,2021
2028-05-27,Bayern,Schalke,2,2,BL1,2021
2028-05-30,Leipzig,Frankfurt,0,0,BL1,2021
2028-06-02,Mainz,Dortmund,3,0,BL1,2021
2028-06-05,Freiburg,Dortmund,0,3,BL1,2021
2028-06-08,Freiburg,Bochum,0,0,BL1,2021
2028-06-11,Gladbach,Frankfurt,0,2,BL1,2021
2028-06-14,Bremen,Union Berlin,0,2,BL1,2021
2028-06-17,Augsburg,Hamburg,0,1,BL1,2021
2028-06-20,Hamburg,Stuttgart,2,1,BL1,2021
2028-06-23,Leipzig,Leverkusen,0,3,BL1,2021
2028-06-26,Augsburg,Stuttgart,0,4,BL1,2021
2028-06-29,Union Berlin,Leverkusen,0,0,BL1,2021
2028-07-02,Hoffenheim,Bochum,0,0,BL1,2021
2028-07-05,Freiburg,Hertha,2,1,BL1,2021
2028-07-08,Stuttgart,Leverkusen,2,0,BL1,2021
2028-07-11,Hertha,Koeln,0,0,BL1,2021
2028-07-14,Wolfsburg,Leverkusen,0,1,BL1,2021
2028-07-17,Freiburg,Augsburg,4,0,BL1,2021
2028-07-20,Frankfurt,Bayern,0,1,BL1,2021
2028-07-23,Hannover,Bremen,0,1,BL1,2021
2028-07-26,Leipzig,Bremen,1,0,BL1,2021
2028-07-29,Leipzig,Schalke,0,0,BL1,2021
2028-08-01,Frankfurt,Hertha,0,0,BL1,2021
2028-08-04,Bochum,Bremen,3,0,BL1,2021
2028-08-07,Koeln,Augsburg,0,0,BL1,2021
2028-08-10,Hamburg,Augsburg,2,0,BL1,2021
2028-08-13,Union Berlin,Stuttgart,0,0,BL1,2021
2028-08-16,Stuttgart,Mainz,4,0,BL1,2021
2028-08-19,Union Berlin,Mainz,0,0,BL1,2021
2028-08-22,Stuttgart,Wolfsburg,1,0,BL1,2021
2028-08-25,Hamburg,Wolfsburg,0,0,BL1,2021
2028-08-28,Bayern,Union Berlin,2,1,BL1,2021
2028-08-31,Bochum,Dortmund,0,0,BL1,2021
2028-09-03,Stuttgart,Schalke,1,6,BL1,2021
2028-09-06,Stuttgart,Freiburg,1,1,BL1,2021
2028-09-09,Hannover,Union Berlin,1,1,BL1,2021
2028-09-12,Bayern,Hoffenheim,1,0,BL1,2021
2028-09-15,Koeln,Leipzig,2,0,BL1,2021
2028-09-18,Schalke,Stuttgart,4,1,BL1,2021
2028-09-21,Koeln,Bayern,0,4,BL1,2021
2028-09-24,Hertha,Bochum,1,1,BL1,2021
2028-09-27,Schalke,Hannover,4,1,BL1,2021
2028-09-30,Schalke,Leverkusen,2,1,BL1,2021
2028-10-03,Hertha,Bremen,0,1,BL1,2021
2028-10-06,Hannover,Koeln,0,5,BL1,2021
2028-10-09,Augsburg,Dortmund,5,1,BL1,2021
2028-10-12,Bremen,Wolfsburg,0,1,BL1,2021
2028-10-15,Koeln,Bochum,6,0,BL1,2021
2028-10-18,Wolfsburg,Schalke,7,1,BL1,2021
2028-10-21,Bayern,Wolfsburg,3,0,BL1,2021
2028-10-24,Frankfurt,Dortmund,5,2,BL1,2021
2028-10-27,Hannover,Dortmund,0,0,BL1,2021
2028-10-30,Dortmund,Hertha,0,0,BL1,2021
2028-11-02,Freiburg,Frankfurt,0,1,BL1,2021
2028-11-05,Hertha,Hannover,2,1,BL1,2021
2028-11-08,Leverkusen,Stuttgart,1,1,BL1,2021
2028-11-11,Bochum,Leipzig,1,0,BL1,2021
2028-11-14,Bayern,Frankfurt,0,1,BL1,2021
2028-11-17,Dortmund,Freiburg,1,6,BL1,2021
2028-11-20,Hamburg,Bayern,6,1,BL1,2021
2028-11-23,Leipzig,Bayern,0,0,BL1,2021
2028-11-26,Bayern,Hamburg,1,0,BL1,2021
2028-11-29,Stuttgart,Leipzig,1,0,BL1,2021
2028-12-02,Dortmund,Bremen,0,0,BL1,2021
2028-12-05,Schalke,Wolfsburg,0,0,BL1,2021
2028-12-08,Stuttgart,Bochum,0,1,BL1,2021
2028-12-11,Frankfurt,Hannover,2,0,BL1,2021
2028-12-14,Koeln,Leverkusen,3,0,BL1,2021
2028-12-17,Stuttgart,Koeln,0,1,BL1,2021
2028-12-20,Hertha,Dortmund,2,1,BL1,2022
2028-12-23,Hannover,Union Berlin,0,1,BL1,2022
2028-12-26,Union Berlin,Wolfsburg,0,0,BL1,2022
2028-12-29,Frankfurt,Schalke,4,3,BL1,2022
2029-01-01,Hertha,Stuttgart,0,0,BL1,2022
2029-01-04,Bremen,Leverkusen,1,0,BL1,2022
2029-01-07,Stuttgart,Hamburg,4,6,BL1,2022
2029-01-10,Wolfsburg,Freiburg,0,2,BL1,2022
2029-01-13,Schalke,Wolfsburg,0,0,BL1,2022
2029-01-16,Bochum,Dortmund,0,0,BL1,2022
2029-01-19,Leverkusen,Hertha,0,2,BL1,2022
2029-01-22,Bayern,Bremen,2,0,BL1,2022
2029-01-25,Bochum,Hertha,1,2,BL1,2022
2029-01-28,Stuttgart,Hoffenheim,0,0,BL1,2022
2029-01-31,Hannover,Leverkusen,1,5,BL1,2022
2029-02-03,Mainz,Augsburg,3,0,BL1,2022
2029-02-06,Augsburg,Hamburg,3,1,BL1,2022
2029-02-09,Dortmund,Hertha,0,0,BL1,2022
2029-02-12,Gladbach,Frankfurt,1,3,BL1,2022
2029-02-15,Union Berlin,Dortmund,1,1,BL1,2022
2029-02-18,Gladbach,Schalke,4,2,BL1,2022
2029-02-21,Koeln,Leipzig,3,0,BL1,2022
2029-02-24,Dortmund,Wolfsburg,0,4,BL1,2022
2029-02-27,Bayern,Dortmund,1,0,BL1,2022
2029-03-02,Leverkusen,Gladbach,1,0,BL1,2022
2029-03-05,Schalke,Frankfurt,4,1,BL1,2022
2029-03-08,Schalke,Mainz,2,2,BL1,2022
2029-03-11,Mainz,Hannover,0,3,BL1,2022
2029-03-14,Stuttgart,Augsburg,4,0,BL1,2022
2029-03-17,Mainz,Wolfsburg,2,1,BL1,2022
2029-03-20,Hannover,Wolfsburg,0,2,BL1,2022
2029-03-23,Leverkusen,Hamburg,0,2,BL1,2022
2029-03-26,Gladbach,Augsburg,1,0,BL1,2022
2029-03-29,Schalke,Gladbach,3,3,BL1,2022
2029-04-01,Gladbach,Dortmund,1,0,BL1,2022
2029-04-04,Union Berlin,Hamburg,3,1,BL1,2022
2029-04-07,Leipzig,Augsburg,0,0,BL1,2022
2029-04-10,Hertha,Hoffenheim,0,1,BL1,2022
2029-04-13,Frankfurt,Hannover,0,0,BL1,2022
2029-04-16,Leipzig,Frankfurt,0,1,BL1,2022
2029-04-19,Leipzig,Schalke,1,0,BL1,2022
2029-04-22,Bayern,Koeln,3,0,BL1,2022
2029-04-25,Dortmund,Koeln,0,1,BL1,2022
2029-04-28,Hannover,Mainz,0,1,BL1,2022
2029-05-01,Hamburg,Leipzig,0,5,BL1,2022
2029-05-04,Schalke,Bochum,2,0,BL1,2022
2029-05-07,Bayern,Mainz,1,0,BL1,2022
2029-05-10,Augsburg,Freiburg,1,3,BL1,2022
2029-05-13,Frankfurt,Bochum,3,5,BL1,2022
2029-05-16,Bochum,Hoffenheim,1,2,BL1,2022
2029-05-19,Leverkusen,Leipzig,1,1,BL1,2022
2029-05-22,Leverkusen,Wolfsburg,0,0,BL1,2022
2029-05-25,Augsburg,Mainz,2,2,BL1,2022
2029-05-28,Leipzig,Union Berlin,2,0,BL1,2022
2029-05-31,Stuttgart,Bremen,3,0,BL1,2022
2029-06-03,Bremen,Bochum,1,0,BL1,2022
2029-06-06,Mainz,Stuttgart,1,0,BL1,2022
2029-06-09,Stuttgart,Koeln,2,0,BL1,2022
2029-06-12,Hamburg,Bochum,1,1,BL1,2022
2029-06-15,Leverkusen,Schalke,2,1,BL1,2022
2029-06-18,Leipzig,Wolfsburg,0,0,BL1,2022
2029-06-21,Frankfurt,Stuttgart,5,1,BL1,2022
2029-06-24,Leverkusen,Hoffenheim,2,1,BL1,2022
2029-06-27,Freiburg,Schalke,1,0,BL1,2022
2029-06-30,Dortmund,Mainz,0,0,BL1,2022
2029-07-03,Dortmund,Bayern,2,0,BL1,2022
2029-07-06,Leverkusen,Frankfurt,2,0,BL1,2022
2029-07-09,Gladbach,Bochum,0,2,BL1,2022
2029-07-12,Wolfsburg,Bremen,0,1,BL1,2022
2029-07-15,Hamburg,Wolfsburg,2,0,BL1,2022
2029-07-18,Augsburg,Bremen,3,0,BL1,2022
2029-07-21,Stuttgart,Union Berlin,1,0,BL1,2022
2029-07-24,Gladbach,Leipzig,6,0,BL1,2022
2029-07-27,Frankfurt,Dortmund,2,0,BL1,2022
2029-07-30,Bochum,Schalke,1,1,BL1,2022
2029-08-02,Mainz,Hoffenheim,4,1,BL1,2022
2029-08-05,Hertha,Leipzig,3,1,BL1,2022
2029-08-08,Wolfsburg,Hertha,0,2,BL1,2022
2029-08-11,Hannover,Bochum,0,1,BL1,2022
2029-08-14,Frankfurt,Leverkusen,2,0,BL1,2022
2029-08-17,Hannover,Freiburg,2,1,BL1,2022
2029-08-20,Hannover,Dortmund,1,1,BL1,2022
2029-08-23,Hamburg,Union Berlin,0,0,BL1,2022
2029-08-26,Hertha,Freiburg,0,0,BL1,2022
2029-08-29,Freiburg,Hamburg,4,0,BL1,2022
2029-09-01,Hertha,Gladbach,1,3,BL1,2022
2029-09-04,Hoffenheim,Hertha,0,2,BL1,2022
2029-09-07,Schalke,Bayern,1,0,BL1,2022
2029-09-10,Bremen,Hertha,1,1,BL1,2022
2029-09-13,Hannover,Hoffenheim,0,0,BL1,2022
2029-09-16,Bochum,Hannover,2,1,BL1,2022
2029-09-19,Hertha,Mainz,3,0,BL1,2022
2029-09-22,Dortmund,Hoffenheim,1,3,BL1,2022
2029-09-25,Koeln,Wolfsburg,0,1,BL1,2022
2029-09-28,Wolfsburg,Hamburg,2,2,BL1,2022
2029-10-01,Hamburg,Hoffenheim,3,0,BL1,2022
2029-10-04,Koeln,Augsburg,1,3,BL1,2022
2029-10-07,Bayern,Leverkusen,2,1,BL1,2022
2029-10-10,Gladbach,Koeln,4,0,BL1,2022
2029-10-13,Freiburg,Wolfsburg,5,1,BL1,2022
2029-10-16,Bochum,Bremen,0,0,BL1,2022
2029-10-19,Koeln,Stuttgart,0,0,BL1,2022
2029-10-22,Hoffenheim,Koeln,0,0,BL1,2022
2029-10-25,Leverkusen,Freiburg,2,7,BL1,2022
2029-10-28,Hannover,Augsburg,1,0,BL1,2022
2029-10-31,Bayern,Hamburg,0,3,BL1,2022
2029-11-03,Bochum,Augsburg,0,0,BL1,2022
2029-11-06,Stuttgart,Leverkusen,0,0,BL1,2022
2029-11-09,Union Berlin,Hannover,1,1,BL1,2022
2029-11-12,Gladbach,Hannover,1,0,BL1,2022
2029-11-15,Hoffenheim,Freiburg,1,1,BL1,2022
2029-11-18,Augsburg,Leverkusen,1,2,BL1,2022
2029-11-21,Frankfurt,Hamburg,2,2,BL1,2022
2029-11-24,Leverkusen,Dortmund,0,0,BL1,2022
2029-11-27,Dortmund,Hannover,0,1,BL1,2022
2029-11-30,Hamburg,Gladbach,2,5,BL1,2022
2029-12-03,Bayern,Freiburg,0,3,BL1,2022
2029-12-06,Hoffenheim,Leipzig,0,2,BL1,2022
2029-12-09,Bayern,Hoffenheim,4,0,BL1,2022
2029-12-12,Dortmund,Leverkusen,0,1,BL1,2022
2029-12-15,Freiburg,Koeln,3,0,BL1,2022
2029-12-18,Stuttgart,Freiburg,1,3,BL1,2022
2029-12-21,Leverkusen,Mainz,0,2,BL1,2022
2029-12-24,Hoffenheim,Augsburg,0,0,BL1,2022
2029-12-27,Stuttgart,Bochum,7,0,BL1,2022
2029-12-30,Schalke,Bremen,6,1,BL1,2022
2030-01-02,Leipzig,Dortmund,0,0,BL1,2022
2030-01-05,Hamburg,Bayern,0,0,BL1,2022
2030-01-08,Augsburg,Hoffenheim,0,1,BL1,2022
2030-01-11,Schalke,Dortmund,0,0,BL1,2022
2030-01-14,Union Berlin,Freiburg,3,0,BL1,2022
2030-01-17,Gladbach,Wolfsburg,5,1,BL1,2022
2030-01-20,Bremen,Mainz,1,1,BL1,2022
2030-01-23,Frankfurt,Union Berlin,4,0,BL1,2022
2030-01-26,Stuttgart,Mainz,3,1,BL1,2022
2030-01-29,Augsburg,Frankfurt,0,2,BL1,2022
2030-02-01,Mainz,Hamburg,1,6,BL1,2022
2030-02-04,Bremen,Leipzig,0,2,BL1,2022
2030-02-07,Bremen,Stuttgart,0,1,BL1,2022
2030-02-10,Hannover,Stuttgart,0,0,BL1,2022
2030-02-13,Schalke,Hertha,4,1,BL1,2022
2030-02-16,Freiburg,Hoffenheim,0,0,BL1,2022
2030-02-19,Stuttgart,Wolfsburg,6,1,BL1,2022
2030-02-22,Bremen,Schalke,0,1,BL1,2022
2030-02-25,Gladbach,Hamburg,2,2,BL1,2022
2030-02-28,Stuttgart,Gladbach,0,0,BL1,2022
2030-03-03,Hamburg,Freiburg,0,2,BL1,2022
2030-03-06,Augsburg,Koeln,3,0,BL1,2022
2030-03-09,Freiburg,Bremen,0,2,BL1,2022
2030-03-12,Leipzig,Leverkusen,0,2,BL1,2022
2030-03-15,Union Berlin,Gladbach,0,0,BL1,2022
2030-03-18,Bochum,Koeln,2,0,BL1,2022
2030-03-21,Leipzig,Hertha,1,1,BL1,2022
2030-03-24,Leverkusen,Stuttgart,1,1,BL1,2022
2030-03-27,Hertha,Bochum,0,0,BL1,2022
2030-03-30,Bayern,Leipzig,2,0,BL1,2022
2030-04-02,Hertha,Leverkusen,0,0,BL1,2022
2030-04-05,Bremen,Dortmund,3,1,BL1,2022
2030-04-08,Hamburg,Schalke,1,1,BL1,2022
2030-04-11,Augsburg,Gladbach,0,1,BL1,2022
2030-04-14,Freiburg,Bochum,0,1,BL1,2022
2030-04-17,Dortmund,Leipzig,1,0,BL1,2022
2030-04-20,Gladbach,Bremen,3,2,BL1,2022
2030-04-23,Frankfurt,Wolfsburg,3,1,BL1,2022
2030-04-26,Dortmund,Hamburg,1,0,BL1,2022
2030-04-29,Freiburg,Leverkusen,2,0,BL1,2022
2030-05-02,Hertha,Frankfurt,1,0,BL1,2022
2030-05-05,Wolfsburg,Augsburg,0,0,BL1,2022
2030-05-08,Hertha,Augsburg,0,0,BL1,2022
2030-05-11,Leipzig,Stuttgart,2,4,BL1,2022
2030-05-14,Koeln,Freiburg,0,1,BL1,2022
2030-05-17,Leipzig,Bayern,0,0,BL1,2022
2030-05-20,Hoffenheim,Schalke,0,0,BL1,2022
2030-05-23,Gladbach,Stuttgart,0,2,BL1,2022
2030-05-26,Bochum,Gladbach,0,2,BL1,2022
2030-05-29,Union Berlin,Leipzig,0,2,BL1,2022
2030-06-01,Wolfsburg,Leipzig,0,0,BL1,2022
2030-06-04,Augsburg,Hertha,0,1,BL1,2022
2030-06-07,Bochum,Leverkusen,1,0,BL1,2022
2030-06-10,Freiburg,Gladbach,6,0,BL1,2022
2030-06-13,Leipzig,Bremen,2,0,BL1,2022
2030-06-16,Gladbach,Mainz,0,0,BL1,2022
2030-06-19,Bayern,Hannover,2,1,BL1,2022
2030-06-22,Mainz,Freiburg,3,0,BL1,2022
2030-06-25,Union Berlin,Hertha,1,0,BL1,2022
2030-06-28,Stuttgart,Hannover,4,3,BL1,2022
2030-07-01,Mainz,Bochum,3,1,BL1,2022
2030-07-04,Bayern,Stuttgart,6,0,BL1,2022
2030-07-07,Bochum,Wolfsburg,3,0,BL1,2022
2030-07-10,Dortmund,Bremen,0,0,BL1,2022
2030-07-13,Freiburg,Frankfurt,1,1,BL1,2022
2030-07-16,Bochum,Stuttgart,0,0,BL1,2022
2030-07-19,Bremen,Koeln,1,1,BL1,2022
2030-07-22,Bochum,Leipzig,0,3,BL1,2022
2030-07-25,Wolfsburg,Bayern,4,0,BL1,2022
2030-07-28,Frankfurt,Hoffenheim,0,0,BL1,2022
2030-07-31,Bremen,Hamburg,0,0,BL1,2022
2030-08-03,Frankfurt,Leipzig,2,1,BL1,2022
2030-08-06,Hertha,Hamburg,0,2,BL1,2022
2030-08-09,Leverkusen,Bayern,6,1,BL1,2022
2030-08-12,Hertha,Koeln,1,0,BL1,2022
2030-08-15,Hamburg,Dortmund,2,0,BL1,2022
2030-08-18,Dortmund,Frankfurt,0,1,BL1,2022
2030-08-21,Hertha,Schalke,4,0,BL1,2022
2030-08-24,Frankfurt,Augsburg,2,0,BL1,2022
2030-08-27,Koeln,Union Berlin,0,0,BL1,2022
2030-08-30,Bochum,Mainz,0,1,BL1,2022
2030-09-02,Augsburg,Wolfsburg,0,2,BL1,2022
2030-09-05,Hannover,Bremen,1,0,BL1,2022
2030-09-08,Koeln,Hoffenheim,1,1,BL1,2022
2030-09-11,Bremen,Freiburg,3,0,BL1,2022
2030-09-14,Koeln,Bayern,0,2,BL1,2022
2030-09-17,Hoffenheim,Hannover,1,0,BL1,2022
2030-09-20,Stuttgart,Dortmund,0,0,BL1,2022
2030-09-23,Freiburg,Union Berlin,2,0,BL1,2022
2030-09-26,Dortmund,Freiburg,0,1,BL1,2022
2030-09-29,Hamburg,Bremen,3,0,BL1,2022
2030-10-02,Hannover,Bayern,0,1,BL1,2022
2030-10-05,Union Berlin,Augsburg,0,0,BL1,2022
2030-10-08,Mainz,Schalke,3,4,BL1,2022
2030-10-11,Bochum,Freiburg,0,2,BL1,2022
2030-10-14,Leipzig,Freiburg,1,2,BL1,2022
2030-10-17,Gladbach,Bayern,4,3,BL1,2022
2030-10-20,Hamburg,Frankfurt,2,3,BL1,2022
2030-10-23,Stuttgart,Hertha,1,1,BL1,2022
2030-10-26,Frankfurt,Hertha,0,0,BL1,2022
2030-10-29,Hoffenheim,Bayern,0,4,BL1,2022
2030-11-01,Freiburg,Mainz,1,1,BL1,2022
2030-11-04,Augsburg,Bochum,0,0,BL1,2022
2030-11-07,Koeln,Mainz,3,1,BL1,2022
2030-11-10,Union Berlin,Leverkusen,2,0,BL1,2022
2030-11-13,Hoffenheim,Frankfurt,0,0,BL1,2022
2030-11-16,Leipzig,Hannover,0,0,BL1,2022
2030-11-19,Hoffenheim,Bremen,0,3,BL1,2022
2030-11-22,Hoffenheim,Gladbach,4,2,BL1,2022
2030-11-25,Frankfurt,Bremen,3,0,BL1,2022
2030-11-28,Leipzig,Bochum,0,1,BL1,2022
2030-12-01,Hamburg,Koeln,1,2,BL1,2022
2030-12-04,Union Berlin,Stuttgart,0,2,BL1,2022
2030-12-07,Hoffenheim,Bochum,3,0,BL1,2022
2030-12-10,Union Berlin,Schalke,1,0,BL1,2022
2030-12-13,Bayern,Augsburg,0,0,BL1,2022
2030-12-16,Schalke,Freiburg,2,1,BL1,2022
2030-12-19,Wolfsburg,Frankfurt,3,0,BL1,2022
2030-12-22,Wolfsburg,Hoffenheim,5,2,BL1,2022
2030-12-25,Wolfsburg,Koeln,0,1,BL1,2022
2030-12-28,Bremen,Frankfurt,0,6,BL1,2022
2030-12-31,Leverkusen,Augsburg,1,0,BL1,2022
2031-01-03,Leverkusen,Hannover,1,0,BL1,2022
2031-01-06,Schalke,Koeln,1,0,BL1,2022
2031-01-09,Mainz,Hertha,0,1,BL1,2022
2031-01-12,Bayern,Union Berlin,4,0,BL1,2022
2031-01-15,Schalke,Hoffenheim,0,3,BL1,2022
2031-01-18,Dortmund,Schalke,0,0,BL1,2022
2031-01-21,Hoffenheim,Leverkusen,1,0,BL1,2022
2031-01-24,Mainz,Bremen,2,2,BL1,2022
